full_date,date,weekday,time,mood,activities,note
2020-09-04,4 de setembro,sexta-feira,15:38,bem,"ouvindo música | skate/longboard | viagem/passeio","tô trem demais, fiquei feliz andando por nikityzada e vi que é bem gostoso pprt viver namoral"
2020-09-03,3 de setembro,quinta-feira,11:00,mal,"meu quarto | sofá | cão","incerteza da parada e tristeza me consumia ali de manhã, e precisvaa muito conversar com ela pprt"
2020-09-02,2 de setembro,quarta-feira,19:25,bem,"sorveteria/açaíteria | skate/longboard | bom papo | descanso","mano fiquei muito fofo com Sarinha, menina perfeita meu deus.  fiquei lá discutindo sobre a vida e coisas assim, mas teve momentos que eu fiquei pensando e analisando as parada na minha cabeça"
2020-09-02,2 de setembro,quarta-feira,17:00,radiante,"sorveteria/açaíteria | boa refeição | skate/longboard | bom papo | amigos | droga | descanso","mano tava na sorveteria de carona, meu deus que gostoso isso viado pprt mano, troquei ideia demais e fiquei bem confortável.  até chegou um momento que veio um moço que tocou meu coração sinistramente no bagulho e eu comecei a chorar tlgd, não entendi nada, mas foi MT MT MT forte, aquilo, ele é verdadeiro ele é quem ele é, ele segue a palavra do senhor e envangeliza"
2020-09-02,2 de setembro,quarta-feira,16:14,bem,"pista de skate | skate/longboard | bom papo | amigos | droga","consegui mentalizar a parada e fazer, desci tudo namoral, e descobri que vc tem que focar em vc no movimento e não esperar nada pelos outro, aí tu consegue, essa tá a major dificuldade.  andar de long começa a ficar muito muito divertido quando eu aprendo coisa Nova, fica bizarro demais"
2020-09-02,2 de setembro,quarta-feira,15:30,radiante,"pista de skate | skate/longboard | bom papo | amigos | droga | descanso | cogumelo","na praça Chico Mendes andando de skate, sentado lá na parte do parkour bem animado e feliz com todas as pessoas que estavam lá e estavz me sentindo MT bem, e ainda grato por estar fumando maconha"
2020-09-02,2 de setembro,quarta-feira,06:48,bem,"meu quarto | choro | sofá | descanso | cão","acordei cedinho sem vontade de ser feliz nenhuma porém dia tá lindovsky do ainda do ainda, e chorei vendo a postagem"
2020-09-01,1 de setembro,terça-feira,15:00,neutro,"","problema foda que eu vou resolver, que é não me sentir amado as vezes, não sei se é baseado na minha expectativa ou se realmente é isso.  a mano não sei, eu queria que"
2020-08-31,31 de agosto,segunda-feira,22:46,radiante,"meu quarto | perdendo forte | na cama | descanso","rindo de que celular é esse bk  puta que pariu como é bom rir"
2020-08-31,31 de agosto,segunda-feira,21:01,bem,"meu quarto | call | guitarra | na cama | sofá | com ela | cão","falando com ela por vídeo chamada até acabar a bateria, nada fora do normal, o único foda foi que ela provavelmente sai de casa pra ficar com outro cara e de fuder isso e escondeu quando eu perguntei, mano e é a segunda vez que isso acontece caralho meu deus  eh foda"
2020-08-31,31 de agosto,segunda-feira,08:15,sono,"meu quarto | cão","acordei já fazendo coisa odeio caralho que horrível meu humor tá ossada"
2020-08-30,30 de agosto,domingo,21:30,bem,"meu quarto | call | descanso | com ela | cão","com gigi no sofá trocando ideia, dessa vez eu fiz diferente, comecei a falar com ela ao ponto de não me sentir mal comigo mesmo, aí eu uso os artifícios de zoar elazinha  aí foi bem gostoso pq ela é linda demais e eu amo ver o rostinho e conversa, e ainda brinquei com choko  no final me despedi bem feliz"
2020-08-30,30 de agosto,domingo,18:47,bem,"pista de skate | bike | skate/longboard | descanso","na praça Chico Mendes, mano consegui mandar o 180 porém não mandei reto, mas consegui na curva ficar namoral, ainda papai, e evolui um pouco do meu ollie"
2020-08-30,30 de agosto,domingo,11:02,neutro,"meu quarto | sofá","sla não estou bem, só neutro, apesar das supostas condições normais"
2020-08-29,29 de agosto,sábado,21:30,neutro,"no chão | descanso","pensativo demais do lado de choko, pprt mano fiquei quase de depre, me senti bem não tão valorizado pprt  fiquei deitadao olhando pro teto"
2020-08-29,29 de agosto,sábado,20:05,bem,"meu quarto | sofá | descanso","fazendo nada agr totalmente procastinador sem metas nem objetivos a cumprir"
2020-08-29,29 de agosto,sábado,16:19,apaixonado,"meu quarto | ouvindo música | transar | pegação forte | beijar | sofá | descanso | com ela | alguem no meu lar","metendo nela ouvindo Lana del Rey, tava muito gostoso, o sexo em geral estava SENSACIONAL tava tipo realmente muito bom, uma das melhores vezes que eu fudi com ela"
2020-08-29,29 de agosto,sábado,11:39,bem,"meu quarto | praça | ouvindo música | call | skate/longboard | descanso | com ela","andando de long do ainda papai, gostoso demais meu deus do céu, peguei choko MT gostoso meu deus, ele ficou fofo demais caralho andando de long comigo, aí viemos aqui pra casa e liguei pra gigi"
2020-08-29,29 de agosto,sábado,07:16,neutro,"meu quarto | choro | família","ideia totalmente negada não consegui"
2020-08-28,28 de agosto,sexta-feira,20:06,bem,"meu quarto | shopping | pista de skate | ouvindo música | dançando | punheta | vídeo/live | reunião | skate/longboard | bom papo | amigos | droga | descanso | THC | Nicotina","RESUMINDO:  dia que Ary e PEDRO vieram aqui em casa, ficamos vendo vídeo e tive reunião, foi vem de fé a tarde, aí claive chegou e fomos pra Chico Mendes, andamos trem bala de skate, depois voltamos conversando pra casa, dps ficamos um pouco em casa.  dps eu e Pedro saímos compramos coisas, fomos no Atacadão e fé papai furtei vários amendoim, e sai com a sensação de missão comprida  depois fomos andando pro pátio e ficamos gastando a onda lá com o parceiro, foi bem legalizinho, dps tive que ir pra casa, cheguei em casa fiwuei pensando em gigi fiz algumas coisas e treinei e mesmo assim peidei."
2020-08-27,27 de agosto,quinta-feira,22:48,bem,"meu quarto | vídeo/live | descanso","vendo video de long pra dar uma animada nas parada"
2020-08-27,27 de agosto,quinta-feira,16:15,neutro,"meu quarto | reunião","reunião ruim meu deus"
2020-08-26,26 de agosto,quarta-feira,19:32,apaixonado,"casa dela | punheta | filme/série | pegação forte | beijar | bom papo | amigos | sofá | descanso | com ela | viagem/passeio","com ela nos meus braços aproveitando o quão perfeita maravilhosa e gostosa ela é, batendo até punehta no sofá.  ela é a mulher mais gostosa e perfeita que eu já conheci eu amo tanto o jeitinho maluco dela nada haver"
2020-08-25,25 de agosto,terça-feira,23:50,bem,"meu quarto | pista de skate | ouvindo música | organizando | escrevendo | boa refeição | dançando | perdendo forte | call | skate/longboard | bom papo | amigos | na cama | sofá | droga | descanso | THC | Nicotina","RESUMINDO:  meu dia foi basicamente ir na Chico Mendes de bike de manhã, foi bem maneirin, aprendi a trocar bem a base, fora isso nada demais, e peguei um pouco da visão de remar com a outra perna, não foi muito progresso, porém ainda foi progresso. depois disso a gnt foi pra casa brigado, chegamos aqui e ficamos descansando de tarde, fui até consertar minha guitarra  minha pessoa favorita é gigi sem dúvida meu deis, me diverti bastante com a safada hj"
2020-08-21,21 de agosto,sexta-feira,19:15,apaixonado,"casa dela | punheta | pegação forte | beijar | sofá | clima fino | descanso | com ela | viagem/passeio","tava APAIXONADO demais olhando pra ela e contemplando o quão MARAVILHOSa ela é no sofá, e agarrando os peitos delas muito bom conforto é o principal sentimento geral dessa porra toda, sentei lá no carro e fiquei muito mec com ela e poxa eu foi punhetando e fazendo boquete até o terminal ela é a coisa mais gostosa do mundo meu deus amo ela, no carro tava muito bom"
2020-08-21,21 de agosto,sexta-feira,16:50,bem,"casa dela | boa refeição | punheta | filme/série | transar | pegação forte | beijar | bom papo | amigos | sofá | descanso | com ela","passei a tarde toda com ela agarradinho.  no início não tava me sentindo muito bem pelo conflito de interesses sexuais e de fetiches, mas depois que ela aceitou ser meu neném e deixar eu botar a mão no peito dela ficou tudo bem, não senti coisas muito diferentes, mas muito gostoso ficar com elazinha.  e com certeza uma das coisas que eu mais gosto e falar com a mãe dela porra, Tia Meiri esculacho de pessoa pprt"
2020-08-20,20 de agosto,quinta-feira,23:34,neutro,"","me sentindo mal desde uma parte bwue tava na call com ela, e senti raiva tbm de Arthur, mano que idiotice"
2020-08-20,20 de agosto,quinta-feira,20:04,bem,"meu quarto | filme/série | fazendo musica | descanso | com ela","criando música e fazendo desgin, agora tô assistindo com gigi bem gostoso filminho"
2020-08-19,19 de agosto,quarta-feira,17:53,bem,"meu quarto | pista de skate | ouvindo música | dançando | surfando na web | designing | vídeo/live | call | skate/longboard | bom papo | amigos | na cama | sofá | descanso | com ela | THC","RESUMINDO:  acordei trem bala fiz café da manhã pra aryzada arrumei o quarto e chamei ele pra andar no Alcântara e me fazer companhia, foi maneirin andar de skate por lá comprar as coisas pra fazer o quadro dela .  Dps fomos pra pista de skate brincar, porém tava muito sol cheguei a quase passar mal, e além disso consegui fazer drift.  fui pra casa fiwuei fazendo porra nenhuma, depois a gnt voltou pra lá discutiu pra carlaho muito e muito, e depois fui andar de skate e consegui descer os bagulhos trem bala demais fiquei bem feliz  fui pra casa de conheci um maluco que e meu vizinho bem trem bala ele.  E FIWUEI DE CALL E DE FETICHE NOVO COM GIGI"
2020-08-18,18 de agosto,terça-feira,22:00,bem,"meu quarto | ouvindo música | organizando | bike | fotografia | skate/longboard | bom papo | amigos | na cama | sofá | descanso","RESUMINDO:  não lembro o que fiz de manhã, porém fui andar de bike com grande Benito de Tarde, perdi feio pra ele na bicicleta, ele é muito bom na bicileta.  chegamos em casa e ficamos tirando foto e brincando de fotografia BRABAO, depois subi discuti com a família inteira kkkkkk sobre entrar na faculdade e logo após fiquei trocando ideia e ouvindo música boa na alexa"
2020-08-15,15 de agosto,sábado,18:00,bem,"meu quarto | organizando | skate/longboard | arrumar o quarto | bom papo | descanso | família | THC | Nicotina","RESUMINDO:  ontem aprendi mais ainda várias coisas.  começou indo na feira com meu pai e  dandk um rolê com ele, chegamks do rolê, descansei almocei fiquei sendo feliz e conversando cm minha mãe sobre nordeste, e depois que descubro que pangaré tá aí desço pra falar com ele e resolvo andar de skate por aí, cheguei na pista fiwuei até anoitecer.  conheci um meno lá, fumamos e trocamos idéia, aprendi um pouco de equilíbrio e mais mecânica do skate, ri bastante com um maluco cheirado e eh isso"
2020-08-14,14 de agosto,sexta-feira,17:57,contemplando,"praia/piscina | skate/longboard | clima fino | descanso | com ela","ficamos andando de skate aprendendo na garagem, depois fomos pra rua gravar e andar juntinhos tbm.  depois fomos andar de bike e long pela boa viagem, brother, não tem parada mais gostosinha pprt mano"
2020-08-14,14 de agosto,sexta-feira,14:28,apaixonado,"casa dela | punheta | filme/série | transar | pegação forte | beijar | bom papo | amigos | clima fino | descanso | com ela","feliz demais com ela no sofá.  ela tava bem chata kkkkkkkkkk toda corna, mas aí dps ela sentou no sofá e a gnt começou a brincar, começamos a ficar cada vez mais próximos e aí que ta a graça do bagulho, deu 10 min eu já tava com a mão no peito dela muito feliz.  aí foi só felicidades, eu almocei e dps a gnt sentou pra dar sorvertinho um pro outro, aí foi tão gostosinho meu deus do céu papai do céu, eu amo dms aquela pprt.  além disso ela me tratou com nem neném pq eu amo isso e fiquei de bundinha pra ela muito gostoso, e ela meteu dedinho no meu bumbum e eu gostei demais dela me dominando amo que amo.  ela tbm ficou deitadinha no meu colo e eu dedando, ficamos com tanto tesão que fui pro banheiro botar ela pra mamar"
2020-08-14,14 de agosto,sexta-feira,13:00,produtivo,"barbeiro | ouvindo música | skate/longboard | autoestima alta | van","me aprontei e produzi bastante pra ir pra casa de gigi e tava incrívelmwbte lindo, peguei a a van, soltei lá visconde do rio branco e só fui papai, não tem coisa mais gostosa vtnc MT bom andar de long e saber que vou pra casa delazinhaah.  chegando lá senti a sensação de ingratidão por algum motivo, pq estava chegando na casa dela e não tava nem percebendo que estava chegando na casa dela, não posso perder nunca o sentimento de agradecer que estou chegando na casa dela meu deus kk"
2020-08-13,13 de agosto,quinta-feira,16:00,bem,"shopping | bom papo | amigos | descanso | família","sai pra comprar coisas no shopping com minha mãe, aí comprei um vans, meia, e fiquei na Riachuelo, voltei pra comprar uma camisa da Jordan boladona, porém perdi lá no cara, osso"
2020-08-13,13 de agosto,quinta-feira,12:05,produtivo,"meu quarto | ouvindo música | organizando | violão | na cama | no chão | descanso","bastante sossego tá tudo bem por aqui, cheguei em casa toquei bastante música Trouble, e fiquei desanimando pensei em gigi e na nossa situação, vendo vídeo dela e ficando apenas de analise fiquei bem desacreditado e ia só dormi, porém com a energia da gloria de Deus, do nada resolvi arrumar as roupas e agora tô arrumando a porra do quarto todo, tô me sentindo aprendendo bem as coisas hoje.  senti uma energia boa do nada pra fazer as coisas, e meu objetivo aqui não é ficar amargurado nem triste, além de tudo paciência é a melhor arma que eu tenho."
2020-08-13,13 de agosto,quinta-feira,08:13,bem,"skate/longboard | descanso","resolvi fazer alguma coisa hoje sem dopamina desde ontem de noite, e tipo só fui vivendo com o que eu tinha sem querer desejar literlamente nada, eu acho que é um controle emocional bem maneiro.  peguei meu skate do nada com sandália as 7h da manhã e fui descer da minha rua, percebi Mec que queria fazer isso, aí logo eu me vesti bem e fui andar por aí e fui direto pra praça Chico Mendes.  Lá eu comecei a andar e tentsr fazer algumas coisas diferentes, e a principal coisa que eu aprendi lá foi basicamente auto confiança pra andar de skate e fazer outras coisas, eu amo treinar essa porra de eu acredito eu consigo isso é muito muito foda.  Além disso teve um maluco fudido que fiquei trocando ideia com ele maior tempão tlgd, e tentei explicar pra ele o pq é justo assaltar supermercado, ele é foda e fudido, ele é todo queimado, o nome dele é Jeff, ensinar pra ele é bem difícil, e percebi que tenho muito que melhorar na minha didática"
